"Move","RPRICE","MPRICE"
208.236482734514,-0.458761979821258,-0.967434735118077
-135.00790687003,0.169621242887159,0.547046929980408
-92.0971202449213,0.0297697472555207,0.00409229041805083
1678.56927677564,-0.97669852566774,-2.02285718404585
78.1505793530197,-0.19060883835664,-0.144384680359759
819.748753584123,-0.477139613087865,-1.02244206767908
98.3898679066469,-0.592787454814725,-1.10978264320954
1899.3726066523,-0.836388819353488,-1.43032316756247
171.933084420155,-0.256434778136994,-0.267524215532292
-103.662114715374,-0.00816377087525698,-0.0897237020394432
-100.276597053404,0.0302108346756434,0.00518317405126722
-189.866537692225,0.0218301736932631,-0.0155436149800369
-173.557880881154,0.0628513037649149,0.0859085629100334
-113.635146201211,0.0482954189007804,0.0499094030135567
-167.943398543124,0.0244766982140145,-0.00899831318067785
-116.429914286042,0.0527062931020334,0.0608182393458223
77.8771246483932,0.0249177856341397,-0.00790742954745093
-90.278619399199,-0.0558012122487889,-0.207539134427912
-128.353457904303,0.0328573591963953,0.0117284758506267
756.287588478731,-0.961260465963354,-1.98467625688292
-70.2501772175023,0.213427238478129,0.854864727675772
604.620382519853,-0.48919701180987,-1.0427057058107
-26.0888124125264,0.000243673559000748,0.128147614821396
630.081952094403,-0.487873749549494,-1.03943305491102
-104.422415391966,-0.0112245993642565,0.0997846403575054
-136.814623009694,0.0487365063209058,0.0510002866467833
-181.071365138235,0.0346217088768965,0.0160920103835331
-170.04520556239,0.0566760798831606,0.0706361920448612
-108.455669392728,0.047854331480655,0.0488185193803298
-109.046014500708,0.0222712611133878,-0.0144527313468104
-147.020259394022,0.0271232227347661,-0.00245301138131842
-96.4814244994139,0.0430023698592771,0.0368187994148377
-119.251246415877,0.0178603869121353,-0.025361567679076
46.8260189041805,-0.16758372822373,-0.389363407782599
-71.8335831623248,0.0708959700356154,0.18465803176892
-137.661710246215,0.00903863850962924,-0.0471792403436075
-94.1224708824478,0.0421201950190261,0.0346370321483848
-130.892292798911,0.0169782120718842,-0.0275433349455291
517.672297202383,0.0377093208177731,0.0237281958161192
-57.4114396242184,-0.252085114204544,-0.692982351213733
-166.788867903008,0.0535884679422841,0.0630000066122757
8.90328422423815,0.0469721566404042,0.0466367521138767
406.952772091815,-0.0293359670412713,-0.142086116434319
-99.1792391948865,-0.191215050227254,-0.542440409828467
-127.839973647221,0.0610869540844141,0.0815450283771272
-192.558689819472,0.0284464849951418,0.000819639518361195
-152.557880881154,0.0628513037649149,0.0859085629100334
-173.866133223066,0.0390325830781491,0.0270008467157992
-44.4299142860422,-0.147293706897967,-0.339182760654178
-187.730158266422,0.107506225906015,0.275201373326725
-117.788867903008,0.0535884679422841,0.0630000066122757
68.6976478399102,-0.0746411269457349,-0.206663545914224
-156.149953983418,0.00532092305938273,-0.0170231440503105
-59.1478215199746,0.0544706427825346,0.0651817738787288
511.286779540413,-0.500665284733127,-1.07106868027459
-149.67753964387,0.0434702407312797,0.2350542108776
-203.942589604806,0.0588815169837875,0.0760906102109944
-166.37840407267,0.0624102163447903,0.0848176792768064
401.621191458171,-0.454792193040097,-0.95761678241903
-164.009929215833,0.0836091959626811,0.334324621501217
-129.583635987839,0.0579993421435371,0.0739088429445405
-171.097120244921,0.0297697472555184,0.00409229041804151
-175.609391094525,0.0531473805221582,0.0619091229790492
-75.7120070521098,0.050941943421532,0.0564547048129157
-54.9438030122826,0.00727428882912846,-0.211384774876514
-179.530689813671,0.0278381691404758,-0.0811872162033557
-197.34999959771,0.27900430987501,0.445123285250926
-130.295257925479,0.163366217750957,0.0803927680035896
-162.834092820087,0.147487070626446,0.0411209572074334
-120.833688350928,0.164689480011332,0.0836654189032692
76.9606752647438,-0.156923803574806,-0.569568879124832
-182.90003936164,0.231200582768879,0.366329630443567
425.371543564241,-0.530899645787414,-1.30520674476447
-42.5269771881867,0.301543394125973,0.698005585021438
189.959866326426,-0.0913286223445793,-0.454644802516504
-149.866315138905,-0.0696421507072138,-0.322272499146426
-210.144767682541,0.283415184076263,0.456032121583192
314.730497181207,-0.531781820627665,-1.30738851203092
-165.448902929811,0.35050409775988,0.819093668309586
